index_num,title,location,company,summary,salary,url
116,Business Analyst,"Matawan, NJ 07747",City Gurus,"Define business requirements and report the updates accordingly along with upgrading requirements if needed.Use HP ALM to test all use cases, check status and…",,https://indeed.com/rc/clk?jk=1130d0ad07d9fe09&fccid=d3d6697d01a837b6&vjs=3
119,(BCBA) Board-Certified Behavior Analyst,"Medford, NJ 08055",Friends of Cyrus,Analyze data and monitor interventions.$1000 Bonus - Board-Certified Behavior Analyst (BCBA).Friends of Cyrus is currently seeking a qualified and dedicated…,"Up to $75,000 a year",https://indeed.com/rc/clk?jk=b2fcb5789025a12c&fccid=93e7fa925a7fd069&vjs=3
120,Statistical Analyst,"Township of Warren, NJ",Everest Insurance Company,"Analyze data for efficiencies in workload, error analysis and possible solutions, reconciliation of data, etc.Basic Commercial Insurance knowledge preferable.",,https://indeed.com/rc/clk?jk=371f5ccdad4c7113&fccid=78a8c0eb67b92ded&vjs=3
122,Business Analyst,"Teaneck, NJ 07666",Hanwha Techwin America,"Generating invoices and account statements.Processing, verifying, and posting receipts for goods sold or services rendered.",,https://indeed.com/rc/clk?jk=5548807e781cacba&fccid=bec37628cc60e8e5&vjs=3
123,IT Analyst,"Princeton, NJ 08540","Software Technology, Inc",Evaluate financial impact of implemented initiatives and prepare and present detail and summary level reports including data driven business recommendations and…,,https://indeed.com/rc/clk?jk=31331103470eb297&fccid=73f24778f7931cf9&vjs=3
124,SAP Master Data Analyst,"Morris Plains, NJ",InfoQuest Consulting Group Inc.,Looking for business technical person who has 1-2 years of experience with SAP ECC manufacturing master data.,,https://indeed.com/rc/clk?jk=21632cd8772185f5&fccid=6e2212a27883d692&vjs=3
125,Payroll Financial Analyst,"Oceanport, NJ 07757",RWJBarnabas Health,"Be an integral part of data reliability, detailed analysis and consistency of Payroll data throughout the RWJBH System.Trends by site by department.",,https://indeed.com/rc/clk?jk=b07d9323f59e5eb3&fccid=c4edd35d91e8a141&vjs=3
126,"Payments BA experience with ACH - C77666 6.8 Whippany, NJ","Whippany, NJ",CapB InfoteK,We are looking for a Payments Business Analyst experience with ACH.Proven banking and Payments background.Strong understanding of different types of payments.,,https://indeed.com/rc/clk?jk=91f440e1f770c711&fccid=5033463af3c58699&vjs=3
127,Credit Analyst,"Marlton, NJ",TheMasonGroup,"Ability to perform job functions accurately and with attention to detail.Strong ability to analyze data, draw conclusions, solve problems independently and…",,https://indeed.com/company/TheMasonGroup/jobs/Credit-Analyst-a467dee1b78f536f?fccid=96dea2e8cc567a58&vjs=3
128,e-Commerce Business Analyst,"Cranbury, NJ 08512",Visionet Systems,"This professional position requires at least a bachelor’s degree (or foreign degree evaluated as equivalent by a US credentialing service) in computer science,…",,https://indeed.com/rc/clk?jk=b6b5ee43162ec079&fccid=76cc257a3071fdc7&vjs=3
129,"Director, Data Analytics & Evidence","Berkeley Heights, NJ",EVERSANA,"Awareness of currents trends in the fields of health economics, statistics, data analytics and evidence synthesis, and/or medical writing.",,https://indeed.com/rc/clk?jk=2b261110b2ab84d8&fccid=5f02de3877c7cf9c&vjs=3
130,Analyst -(e-Commerce Business Intelligence Analyst),"Paterson, NJ 07503 (South Paterson area)",FOCUS Consultants,"Knowledgeable in extracting, transforming, loading, and analyzing customer data in both Vendor Central and Seller Central platforms.","$62,000 - $65,000 a year",https://indeed.com/company/Focus-Consultants/jobs/Analyst-8b3836664dda83ce?fccid=92853d32298e3f29&vjs=3
131,Junior Business Analyst,"Jersey City, NJ",Michael Page,The candidate will be working on technical and/or functional projects and applications enhancements.Business analysis and Technical Analysis.,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BR3ykMnr3Vw97HK5IC0i9Uo32NXohanwqRY-CI8z69bhgeevNMD5QwpgIbCznTjwa3eXQp6wgRvbUqPQ-sY1SU1t0PcaGgLq_lf1ySWsvGeIpO9Opb8nUJe_o_Pck6CZyCIKjG-BzfH-nFhcAeIZUZ7k-hvCROVQiZytq82f7OBOOFlngqH3yqW2ayUn9DdGCogKeN5ett17OC05OG9yWKaeMCtoQBVItHkbi-yZW-wf76j_4ROG-OWEY3AaDVaGE8CzQik3gkyuN9_qxWYmTUVZkzfETLLmurAunin7KlrBGiiXvw4LL1sqQODeIu4fK5GdMh4jl4QCAoPt30BRbxZEpioOXGmJ1PKiiHAnYz5_O0OPHgEmsnyujoC7FpConBlISjX7ctl4qDwEAMeGpzq9RFd8MawZEk6ITzBsAaC3auf0oNvf1GjmIDfdpsmLuzsvNkqFsNjHl9QI6GSqPWrePmGw5LoE4YDG6L8VFS-MbX0i7X3it7Etu29pwVXZkJ94KrEM9wdhOVysOEFw_jJW3fIiLYz076otqTTwx7UMvqqxMfI3Zyne3HDEsNWqLP2FYkuIVqAiMzMLhhzliTg2Psq-LpAO5mkMvXp6FcHdjb8n1iXaF7ejYIAdGfZ023OgD8Q7a26rA_uSdVFAbiEkR-e4x5eBGkF1rFNIgSkWWE_nlU5dh5gxDEe8cfSh8jHTdi96Wxtd4qKOPMSCfpcz2zg04Ya3kQ2cD7OGoRvEU9YdY1YkKorxgffsZ4FY6O_pM0Z2cPc-Lp7FL-HA8cQ7SwKac5jwoxTfzSJJ4L9_tvfKY-VRtsE7Ys43vsR30rlR9x0um47NRHXEnIBa1ZUcZaX_T4aiYoIxOjWa_FaD-JwM7DAKUsG8N7gqjFALXTpzChV7AbcNoG5jqgAo0SmyufUcYR8EQv2mpyoV1o6Y8TLAoZOT2UPs1u5fthzsnuId74Fph3t-2yYJXx5ldU_jTX5ftvlMiSWK4NwBA5dSu8t9Kbel6gbdFP5uW1uYF2Y-Uje5WuTRJQWGzP8FDG&p=11&fvj=0&vjs=3
132,"Data Visualization and Reporting, Sr. Associate","Township of Pennsauken, NJ",BAYADA Home Health Care,"Design, develop, and support data visualization dashboards pulling from various sources (ranging from P&L data to Electronic Medical Record data).",,https://indeed.com/rc/clk?jk=b912d890dabff506&fccid=7a1e61b6c6c62e5f&vjs=3
134,Board Certified Behavior Analyst - FT,"Verona, NJ 07044",Spectrum360,Demonstrates ability to analyze data and make data-based decisions.Board Certified Behavior Analyst (BCBA)*.Tuition Reimbursement after 6 months.,,https://indeed.com/company/Spectrum360/jobs/Board-Certified-Behavior-Analyst-2d9dafb08e551ef4?fccid=01b925709cc1b4b1&vjs=3
135,IT Business Analyst - TEMP,"Jersey City, NJ",EXL Services,"Our delivery model provides market-leading business outcomes using EXL’s proprietary Business EXLerator Framework™, cutting-edge analytics, digital…",,https://indeed.com/rc/clk?jk=f33874c2e0e7301e&fccid=e3e300fc88f0e813&vjs=3
137,IT Business Analyst with CCAR,"Weehawken, NJ",Luxoft,Collaborating with other analysts within the team efficiently and in an organized fashion.Supporting QA to help identify and create test cases - this includes…,,https://indeed.com/rc/clk?jk=9d32af3a385f473e&fccid=4b841d912d46e4fd&vjs=3
138,Business Analyst,"Jersey City, NJ",Virtusa,Rebadging / Migration Activity for TMT East New Accounts for ndVOR - Rahul Ramgopal Primary Location: US-NJ-Jersey City Schedule: Full Time Job Type:…,,https://indeed.com/rc/clk?jk=98239ff2d63e5f2c&fccid=146443e77d8c0778&vjs=3
139,Prime Brokerage Lead Business Analyst,"Jersey City, NJ",Citi,"The IT Business Lead Analyst is a senior-level position responsible for liaising between business users and technologists to exchange information in a concise,…",,https://indeed.com/rc/clk?jk=d6a724a48276a106&fccid=5bcd1ef0a7f4fb99&vjs=3
140,Board Certified Behavior Analyst (BCBA),"Fairfield, NJ 07004",North Jersey Outreach,Work side by side with teachers to review and analyze data in order to collaboratively construct.Assist school staff with guidance regarding the necessity of…,,https://indeed.com/company/North-Jersey-Outreach/jobs/Board-Certified-Behavior-Analyst-ec828ad2a2cba547?fccid=524b09e593217c44&vjs=3
141,"Business Analyst, Global Regulatory Business Capabilities/Ph...","Princeton, NJ 08540",Career Developers,Oversees strategic direction of the data quality programs necessary to achieve and maintain high data quality in GRS systems.,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AsHPWpSVJWqF-uvOoi1Tms2ACLh8AJz1YyBh03JEBOr8oDZ_kwSpvrOK7JImcP-VoNHjmySFGYflLIAQRGKEvVkDyUqnU1QaaHLK4Wpj7Mzm9KRD25WwVCglNRfigRAFAqUv90JAeOUXUJZmOAgYotXRm2pJn_1FwYoHT7-pbZ0cpx0glGdE2ghplrTqw6l7ZK9PC9UghxcCTzAG--Dqgfqef9vrl7vJmVj3o2BGA-1eBqI3XJsVPoHqvDCF2hQ8GLiZWT5uDZYPyifa1IDgiqf0QByq0p3WQ1lORM0278rJ14mObg-xKqKa0bpLuZvin_wgZqWBJ2sk1TMKCSU7C2UXt1mw4ZN-QpXPNlTPwK-qZsyRjfJaSdzfkg7b0-syXyWyrPsRrwO-KjWYc8fJVitACOwxugIl2rzGKw8RPCnvjqbnGY7GJU1XwvDMFnahngXSVU3kqj6p0XHyrI74dL_v0qt7NNNZOPcRv7FpVp_Sdd10fJMBmM4gk4BusrqX6ML-9OjPsGyE38xKFZVigJNEA-nbwDDoFMhGsG8qYyH6MfaWvp4S1DfuomadlbdOz8xFXvMv_mUbtAq6ko6BO1S_M9WpUJLiqor8_jN9ScOUjaj9UoJY32255SAZwISXwpMH7aMmrZ0ZA_wumFWIBy0j_boeSa-jvHe_LMD57CvfqiCChe2b30dX0eQOUERH6Zx21laq_qpw7bzYgXVIFuvECoWXnTJDoCAyDFaOw9xAteBIL000IxjkJljA094PupRTzAjLzrQSIyzYCA-dy-BWgBLgH6yb6_kxWUFQ5CGB8nNhD5PvKMZ0QeQrL65QpaDdliekOmkq1MmKhv5ufJlngg2aCXt1UnCXMSMNaM2Wc_UrwQf24biOJm-vtIlP9wnQm-JIngTr54JkrUJZrt8XdNzQq1aZiSLuQWPdrShWaJNYKnWjOJffrQeyq5cvU=&p=6&fvj=0&vjs=3
142,Sr Financial Analyst,"Asbury Park, NJ 07712",Gannett,"Ability to work in a fast paced, deadline oriented environment and exhibit a will to track down data.Must be able to manipulate large amounts of data from…",,https://indeed.com/rc/clk?jk=d54cdaf30c5e2147&fccid=1230acb7e56c6df5&vjs=3
143,Board Certified Behavior Analyst (BCBA),"Holmdel, NJ",The Learning Curve,"Conduct initial assessments including curricular assessments such as the VB-MAPP, ABLLS-R, and AFLS.Develop goals and objectives as well as program protocols…",,https://indeed.com/company/The-Learning-Curve/jobs/Board-Certified-Behavior-Analyst-dd3b679985397db0?fccid=f058c8a41355c358&vjs=3
145,Supply Chain Analyst,"Secaucus, NJ 07094",ZT Systems,5-7 years of direct experience in procurement or supply chain function with at least 1-3 years in data analyst role in the Computer OEM/ODM Manufacturing or…,,https://indeed.com/rc/clk?jk=41456693d3464509&fccid=81cd636660f4ca58&vjs=3
146,"Automotive Digital Cockpit Business Analyst (Bridgewater, NJ...","Bridgewater, NJ 08807",Oncorre,"Bachelor’s degree (or foreign equivalent degree) in C.S., Engineering (any field), Mechanical Engineering, or related with 5 yrs.",,https://indeed.com/rc/clk?jk=ccad1b1ef07901b2&fccid=b53c23f76db2fdd4&vjs=3
147,Board Certified Behavior Analyst (BCBA),"Edison, NJ",Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,,https://indeed.com/rc/clk?jk=ae05befd1a5fa482&fccid=edcb9f3666bedf4f&vjs=3
148,BCBA (Board Certified Behavior Analyst ) in Northern NJ,"Passaic, NJ 07055",Sunshine Advantage of NJ,"Create ongoing data collection system to establish baseline and programmatic efficacy for all consumers, and to analyze data on a frequent and ongoing basis to…",$65 - $75 an hour,https://indeed.com/rc/clk?jk=0f40a459495ba258&fccid=baba6c6a9bac01f4&vjs=3
149,Samsung Sales Analyst,"Ridgefield Park, NJ","Premium Retail Services, Inc.","Work with data from Excel, SQL and other data sources.Review data and perform quality assurance to ensure data integrity.Modify and update tables and queries.",,https://indeed.com/rc/clk?jk=ed4139afaba200f5&fccid=76dd5944e7943b42&vjs=3
151,Board Certified Behavior Analyst,"Hillsborough, NJ 08844",Sunshine Advantage of NJ,"Create ongoing data collection system to establish baseline and programmatic efficacy for all consumers, and to analyze data on a frequent and ongoing basis to…",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bn2r2m_HEt_WEKCrdOYKcFv81yU275NYsNm1PL4q0G1eZUCgjeoX_JbbXfS_sDJ2XhEY2SgWVS5_8QHf0T1IDeyyPEkUJ2z5zjt-3ijCP3vbR77lk-EklYg0s2ocRurRdowP-Cjvd5WHeM_RGYlPXstlfaAkNiNuAG9fPeEzqgNDqy6iOLbiVCTchrWyHqyxICuRRvgsoxM2CGYexCe3AmJHilkz6Jo59ZArgslUwyMzz34eJCkB_v-iCQXcgqne9IBF8ul8BUFujm0Wzw7So1otnic8My7bRyT0CCKHIUUIyl8r_33VQE5ISxtvhDsLvnil_RTLRpbj5i_RSKY7yVynz1EXtjjBVQ6EnJwn9846BWjakwHRlttm93fF6LkASCuLDzdwsQZbT1zLB_NnaYQwlpRioN-DFTQ697Rcnu47V4syYmrMBArOrVMT6EmAmS0tD0sjc6N6EqiFrom8AJ&p=1&fvj=1&vjs=3
180,Data Analyst Specialist,"Ewing, NJ",Biogensys,"Computer software to be used: MS Word, Excel, different data-based experience.Ability to quickly learn a complex & unique computer program.",Up to $19 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALcONX9zP3vzsQVyXitmxRLy8VCeRuNMOvRPshq8lKaH6v3p3LVJfTTZzCjMRNFpZk-JLx09g1UG2Z1RM0bKYkqkxrXNXp4bM02U07CNADNpTpEYGrYqCjp__QWFSOhY0E6pz3HUgiHDZJUmcEZCkKFM12BSR7tO49agBs6jX1yJVh1aN2J7CtXI_1qku_89Mzr8Gs3FRgs3gqggvaW7WRFYAVJTcqJ4n0dsD7V4zXprsNgiS9AhA4vtQDgTyrmv0ackqvkdd28-_pZm9wDc6oL_ekhr1sr-IPHlHmog29D_WYVsPWZMRnv1U-kZA3WJgXXjEnkrhJx-gTFysgqH8_-awq8gBHT5zMz81J9TSDjMizkn48O61OINagcJQuG1eaK43FrtgHHIfb2ISNk3R160-IpsAXHTlOPwPYLmy3qKW0biAXlNsf0SuzXmLntoGIA99EzykSpuEwXEhHjnGl&p=0&fvj=1&vjs=3
183,Service Desk Analyst (Data Center Support),"Secaucus, NJ 07094",TEKsystems,Engineering team will train the 3 resources.If basic troubleshooting doesn’t work it will be escalated to Tier 3 engineering.,,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuKz8EBO1xHDEL7V2YF9xF3dC_I9B9i-Zw2Jh8clPMK9BxhHDJszxSomyxvhgA2FZ6P7afBCWN1Lf66vuxcm2q3sWaGkpSdy5tfl_B405-xnkD744xR9waQJW7TppabCc38Uj4_eKlhpwB3MJhGYnX1-tvGe7OYY7mFDu8JcdgJyHrIIYzU_uURHvWeFDmg8V4LouF_bIaX-rbEWPotsCD9TQ-Oq2b1licx-V0la_WFIvKoiIc9WCXXmCR3yzGgRBTt7sH5E0vTyeLM-gs1obn58L1RYfs9nDvhOf1nthfM3gbooZ7xakQkV05lGkqsNOIrBdEZfo4Mhp30b6H-YD9GiFiX31tjURsc4IXpJ9p-J5ilAFpagSzREbsJ6rYuPQsbI8LDQZ5Yv1tyHDK7vyrYTCN1r3qVDiOcDpKt0Yml_3TlaJKZTuykhVDJ2EbLF62zHclU3JlDsH6IIs_oKpDbgVHZOG9V5mQVxVYs4nSnI8sL6tXAVa1ENaqGHNJXP6S01oWG2SsF8kNKmwYq1inS9qmN1GwZSfoWvgJtMFcyw0GJeY4E5x1yvpzORX8PIIvNn-ckF8kg5FHLJlLzZ8Zi58i-3TqrzkRm1gshmzTaMISGlOpidIrZxsTu2-p0A5Lwn6JAffOiCbTVup1FVs2_mj8Rwn9_e31x9YBVubKM1W02r0JJ38KPompObtY5Mx-n3NIL9Omzn9SJVjsi7SKFIRdc0uHEmoWq0l16kHgcpp9qeRo8uvJFLeqvTR3MSgDaZtN3T3MITTClo8YmdChVC4AZjJYX9zJ5vLEUEGMxpjefStrmG2ZNnDVyZGfGRos1S1wz8PVPp_yT32motGlVppGjZtYMCiRXvw5kg6F_9ZZW4fbxzOt3elev7cyKaAJ2-rKzNeenKCtASXW9cMQteCUFp6kUQs60z_XPEU2zrR1-s7ajzI9NcA08RbaaFA=&p=3&fvj=0&vjs=3
187,Dutch Speaker-with basic data anlytics skills(Jr.data analys...,United States,Pactera Technologies,Help to prepare good quality data.Creating sample data and records in foreign language(Dutch).Preparing training data for machine learning model in *foreign…,$20 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXoFhA4iqjAkDeXstmuxPnHoV-0KVyHbzy2t8uJL3YSBrOKCoR7CjtcVinu3uI8nbkg_xtfTPUyoIgw8LyzLob6FblPuFz9gnUkGNnHBaIPzpkAfgGi3wManKb9lWgmQRdLzAKyE5UCVKDtNc934lXHpa1YJzsThwgUr4h_HXokiEFI6XR6BCzedYSiQGg9P1LUGD9IJgmPpwmFmFNVmyiQfr23pJWPtGOBQ5vqoGgt0v09Uqo9cmhgot5RTzJx7uVdwp46_BWrJXuh7W7Xvj-XRnl5DElqvZAO42Gi0_ZUn_y7NVQEBhrS7euWKPpJRPKVjo2nvfN32AEfID97rJ9Dv3Cv8hN_9X31XQUA-6LCeVkdrCaZOfUYs5iFsjUBC_ya65g9Fl0tKITOhueelo_f4ICwZqW6cZz7V8BWZunnT7ZZaKx1YJFGwo_l-alfO_a1KuJ7wdd_0UePcSSMuLyUV-MqNp2WqIrJWpDa2bKV-ilTzqkzLXtozkQPJ_aX-M=&p=7&fvj=1&vjs=3
196,Board Certified Behavior Analyst (BCBA/ BCaBA),"Bloomfield, NJ 07003",ASun Star,"Manage ongoing data collection systems to establish a baseline and programmatic efficacy for all clients.Under the direction of the Clinical Coordinators, the…","$35,000 - $85,000 a year",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DzzYGfbpHBCKD61ydE9tzR3GVgRCrrye4Cq9VirsQELMqup-6P73mRT8b0H9cMvXhzbh3u2TMiFHxdpFj8TZzjb8mohmai6YvIbGFwrbGU76CjSVRjidwhmer2ahhpbLpolBTsey3slgjZZDjTODLLOqPq2yhHWIqyz5dYW6hYJiHa0MbHzGkE9EkUQgAz_e8JWBrcmcj7jVXvMv3LpIkCVX0tpy_fFlyi4xL2bljBt35zJL9_JxMs-g7ScoWX5KexF3jgzexbGN_Wf2NItFbhLpQqz8GQcIjHzm3P-nPI3BTdK5fakimb59exUS0_PNgud-f0828ic7ArJgL6f8SaBxQSI45jaC4-gqAo8LXZrTqa33v5WU8_rtmbgOzR57KZFTENLNYHEqoCmsMiefYw2hCAuxBMDw7sE8SkDc5Q4mH9tYLSfqCHs6mS2TED8A5fSR88577y30o-10UPe4XDpJYBjoQSrD39y18RseoTEA==&p=1&fvj=1&vjs=3
201,HR Data Analyst,"Jersey City, NJ",Michael Page,"HR Data Analyst will be responsible for creating reports, dashboards, and analytics using data from multiple sources.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BR3ykMnr3Vw97HK5IC0i9Uo32NXohanwqRY-CI8z69bhgeevNMD5QwpgIbCznTjwbcv9Ua_VbT-_t6-cEREmiv6fMmfAz-OW6Osk5Ng8vAFuxT4OZd1FB0wn1tKNsxV_87_XE8yU3RUKNyrOxIOuwtw5C6hKZ56LlaVuLACegrCFC1AVFqxOp4bvkK0ETmSQWOmBaVVmwRVXcHxbL4zbim38gqlds0Kcp94oaR2OEz2QjVWfN0VVFZ5LHjs3p7EVtXHoG54pvR3_uv6u9bbEJz-jDuXDTgMRvSsA7Rbb8XV4iOlErnNJ8q8KsF-Rjlv7bsI8ZAFXddELyD5SLh4sNzgKzRJIEIbZyb6HC4il-pIRPW_YdGu1jlxf4Or81jRXwKLQv2S-1LkggRqy50jk6lNQWUHpYKbD8ELPsMccsfePMpowXyupDag87ql5TPb-XqHYo5spzHvBqria70_zyM1nLdZhdEGCApPnx0hzRYum2qJT-qY8SHRkm95lVbj72wZZC7OlWp3NXlEps_PttBAm63bJP8sZ52R1X88-WSgbbPdKmXy8xf6r3Rn6168VtajVY_BN3AQt0Xazx4XCWGCsV3NHdUZa09IhBjy_2-Lk9eNvu4keyBnpMBYc49euxXLzMYYMomWzFu965LKEmgjLmuAFWfgKwwUstHdZT-vA8EH2IKWp1WKstMp-tnk4DWnazhVtfivXECzxUarojAIZCG0MnqDR3aIqEuOqrGHTmGGLcP9P5H5kQZ13TIbdovXVE36jpcAbqMtzsK9nGv8QpeP0gWws99puFV7HItK_ZN61KkVvYhJmqT6Gcz91Of_DBMSrUISzhC0PbnYmayx1wRp0WrkryXYfIJJl82u6mxeOiQGU5SfcLlo8hG334juDgXXT8jpdA-_HTzZSFvqjdRvDK6mBMTunl3GUpHNyD7H6lB5vyTNDCFryzTz0-d4xKLxzrVNmmLUjenpevEVrdP6aldcb7HwwgPDHBFH3Dx-qLFNo8AcxWGd5Q4nQ5yBBtO3UfcIA==&p=6&fvj=0&vjs=3
210,Data Analyst Manager,"Princeton, NJ 08543",Aramark,"The ability to analyze, model and interpret data.Analyze and Interpret data coming from IoT devices and identify patterns and trends.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DKLOR6x5PHxkSLyJKz2GCUP3rwr4CZGs7y5o-Z-AWTymkgqOIpuYYLsWSbrGpn4SV9dVlAjvBzjG4ME8-OGbEh-it8eov9QScL4s10vf4mRo8DcDjhn_veNzxVfBshNC-oRimfH6t0jUOo1hXMP2kCtj-HizAsPu6f7tW1taxkBciEBmtR_TObDse_ZTIbLioDYxCzMgfCz_lxktvbJlMKFQcceeRxu46ysD6BnBlfMgVwmbKtwng182pKSQqtHevToFpCEKUBvmUZMMN69OI303IAGF-3Talquqw0v8Rpe7TuraD6WWboVzMuHrZuO-IA-3YtYdk7c1DCWT8VIjDxSaH3SY0Hwlbb8D-NqgejsSi3L2ZemLoV9F-OUE3jUfmQJkgj8tEEMwiLOQ4aCTI89nW23IpKOj0IM58f7DMkkPBYanZk4gRGqHGARHc-83QsyigAGUUWuuQ_8_OMOenUvDqE4bTCScw4l1N4l-HqeQ==&p=0&fvj=0&vjs=3
211,Transportation Data Analyst,"Camden, NJ",NFI Industries,"Utilize data analysis and SQL skills to design and develop database queries, extract data from databases and analyze the data using a variety of analytical…",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdnfeursBwIYpHutSe9fHFiPKPoKhiGxJUZla5W0zdeRr_Rt_B4QH9v1NLjRXGASSmNwPFcvpvnQ57pJVLDJm8SBx_Dr-ljJmUfT95h4KuVtTC-D1V7jbgeCFL-USJsx5uqgbYWH6dSu-JwCg6Hc3jOFSopuFgwdRgCnR8vMRU45L6DTtESv6x1Ymn9QBxHc4kQA_9QyobwI_MDV8jljEGpCQOauptDy2gt12cokaISSnFsf41MT9RFf7Kh0d1ZLy_EMzVmffEgNfhcMlGTrMq1M1e3H-ToQUCYzbU2Bln1VZQ9DW7mpEFa87k2l5jqNw_tuN6jDFRPkIHXkVGhlXUcbQ9zGX_HyV3BgjhxP54j7FjnoxnL4DIUuS2ry7sPMGyhFobWEa6mPuCZlQAAxl-D7RMOyykGEfSGpSKGnqXfQcN0DHaUIcTUMos4HTad9D1Ka7n7L6VmoSSdgTrQ9Krom6_NeB4gdpjMFcXKcDze0XdbVJ0dM5pet5h2iPtEvf2pt8lFfMai_jAkDBU1g5NybpZphnVKOVrZ1vOC10aS-Mj8mnmgIvJ1H9cHGEdjlrNt1KIjxz0mfCDsLk9SGCb1SbF1sgl15ia5Qi8raYwOiaa8SGJxIZUy1Xo7Lq9KXARjnNaub4u4mKQjYgV6i-bmyEj1XRt91SpqCgAQN-vew==&p=1&fvj=0&vjs=3
212,Data Analyst Interns (3) - Spring/Summer 2021,"Montvale, NJ 07645",Benjamin Moore,"Create detailed maps of data flows within/between functional processes, data sources and gaps; mine, extract and clean data.",,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BcfZAR0Ils-7G6ZYHAXuat_YP-jQboEI34ZTR9z_7cPBLZ5xhY6Z9lVtEVnknI1j0QEY4j9t86MTig3cvKYY7YjexeO1q3s51Rb9pAB4v8EgG89ef5s0SYfVmTauyeWL_ECRpb2EB0FdzCOPFHnj-yypY6kAOMeSUzgVF9fQRTcfRbhCx3LcAsmgdMbqaZy43gCvHY7YaSUGDBTyf7YVtkBJ1Vlzz5TEnVa0TWZoL2Es4_3A-F3z6mt5Jp8x3zNZyXX62mmyKDB6kaMHcg-qaCSBMERbttMsA2OFgQNbSLqc-0EpmZqM7Mq9Nvcj9QUvxgO9lywjXlqaJXx1En9-SXbbMMUHZnLnDRC-toiX3-wLKwuqym7TgYGkC2cms0Cz_rs7FD2upxv8-KCrzRx7D0vgWFCHkRn9Egvn5XT8h8GGtZBDuUQBmwjne9NiMlx576a9ix5QcWoT_DM-LITgHepfl7ykK_hySqYJCY-EWJK5JiFKisUUHHEmFjRtpK40SHYMV78m9HgVGGkaycAMj9&p=2&fvj=0&vjs=3
213,Business Data Analyst,"Parsippany, NJ 07054","Pressler, Felt & Warshaw, LLP.","The position primarily includes conducting full life-cycle analysis, data mining and process recommendations.The firm offers all employees substantial training…","From $42,000 a year",https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKTW8cib7oRb4eUBjBTGJ_88jCvkTyhfMwQs2yFaOKJ8KoCFZREZ2dHZfLFMggM_dHaz8fl6B5AAnmN5cbUnHX_KwPMUv1G2FX90AhX-HgHfLIawI5mToUCg5fcdyyUye6DsRfWvDG2YhfbyAXTyIp7U3LfYxhi60s_oS4GGwbQ_AV6eP8Hruy0Mn2FSYyBDqlLKNyGsIlMOKMpd4oH__RaYgKitdFU-3C4EVBjkL4Y71TCRa6PBZEokOxa_enpi4z_GUCEKKp2dMBCE8ldrHxQuUoGyV-_m88SNg-VSyNgzEmlMNsQlggG6LBCVYGzgxl8x0uu9evrRB1ptOBYkyGwxxTfkLA73Usl5qIVkA7D8G9-tys9IZaKar31a0EclEEVmZuL-6KpBatL7OQmPjtBiHjYjpQ0mvQX1eQJDhWqj7YIY3eUQg-ou8RmsWRiLIkLSVdDOH7_g==&p=3&fvj=1&vjs=3
214,Business Analyst (Veterans Apply!),New Jersey,Workforce Opportunity Services,"In addition to Full-Time employment with our partner, this program provides NO COST skills-based training to highly motivated individuals.",$22.50 an hour,https://indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cg2EfBWPUJaBAt4LRBUQYdDsVwfvaJOUhcLQh7tRHeQR0rPPU9hjrA57P-Bud6VGtGC2TiLpzqluwUjnT6EoLjiap2PMmaz3iAWJZyseFTd0m1SoqoDhjdub01r9lhiInvqACQkG0UMhtf4mPSUjru7LjsEzWen_pIuJ_xv-reSY_WkvvoAa6_Icqv2Fhoj0DZNDWIVeHJ6kMAgdUoEO2FnKbWdy--k11XsHdFS5_W4axfON6BPfYT-PDZuqvi3dtvIIgOSmPDSBdijnxEcmrP03R5PyPiA3VuodnOMJ5nLDzlKSm-c3ccKHgOg7j3cSgsQg4Ves3tVaabMuKItvKycQ_NGM1s3PQITnxMDB_jtlvm1SYGDQvEkUARYxuvb_woDidS0jDIIkkZ2nvUENqYM8ZSGlNyYG6Qzx4srbG1k1rp2bPfLP6Tha4RVx2ZxAEFKrQculw_0A==&p=4&fvj=0&vjs=3
216,"BCBA (Board Certified Behavior Analyst ) Central, North, Sou...","Woodbridge, NJ 07095",Sunshine Advantage of NJ,"Create ongoing data collection system to establish baseline and programmatic efficacy for all consumers, and to analyze data on a frequent and ongoing basis to…",$70 - $80 an hour,https://indeed.com/rc/clk?jk=8aa0681b38d17cdb&fccid=baba6c6a9bac01f4&vjs=3
